,Title,director,actors,Genre,id,Image_url,Average_vote,Runtime,imdb_link,combo
3117,the walking deceased,Scott Dow,Tim Ogletree Joey Oglesby Dave Sheridan,Comedy Horror,312793,https://image.tmdb.org/t/p/w500//i7X1Z7Oo4pJghgDmDoL1rIhyGJd.jpg,5.468,90min,https://www.imdb.com/title/tt3499458,comedy horror scott dow tim ogletree joey oglesby dave sheridan
3118,get hard,Etan Cohen,Will Ferrell Kevin Hart Tip 'T.I.' Harris,Comedy,257091,https://image.tmdb.org/t/p/w500//rJPbS2cYOYhDCjT5NmW1Fm6gFl3.jpg,6.0,100min,https://www.imdb.com/title/tt2561572,comedy etan cohen will ferrell kevin hart tip 't.i.' harris
3119,home,Tim Johnson,Jim Parsons Rihanna Steve Martin,Action Adventure Science,634649,https://image.tmdb.org/t/p/w500//uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,8.046,148min,https://www.imdb.com/title/tt10872600,action adventure science fiction tim johnson jim parson rihanna steve martin
3120,serena,Susanne Bier,Bradley Cooper Jennifer Lawrence Rhys Ifans,Drama,164251,https://image.tmdb.org/t/p/w500//A1EnhqXiPQMo5QP7eBWLFpeOvKB.jpg,5.61,102min,https://www.imdb.com/title/tt1247690,drama susanne bier bradley cooper jennifer lawrence rhys ifans
3121,while we're young,Noah Baumbach,Ben Stiller Naomi Watts Adam Driver,Comedy Drama Mystery,252512,https://image.tmdb.org/t/p/w500//i93eZj1nSlorJ1miNkpn4zLKRj0.jpg,5.9,97min,https://www.imdb.com/title/tt1791682,comedy drama mystery noah baumbach ben stiller naomi watt adam driver
3122,furious 7,James Wan,Vin Diesel Paul Walker Dwayne Johnson,Action Thriller Crime,168259,https://image.tmdb.org/t/p/w500//ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,7.238,137min,https://www.imdb.com/title/tt2820852,action thriller crime adventure james wan vin diesel paul walker dwayne johnson
3123,woman in gold,Simon Curtis,Helen Mirren Ryan Reynolds Daniel Brühl,Drama,304357,https://image.tmdb.org/t/p/w500//6eoj6bozvgwNuDV3vOrqlvrCrX.jpg,7.346,109min,https://www.imdb.com/title/tt2404425,drama simon curtis helen mirren ryan reynolds daniel brühl
3124,ex machina,Alex Garland,Domhnall Gleeson Alicia Vikander Oscar Isaac,Drama Science Fiction,264660,https://image.tmdb.org/t/p/w500//9goPE2IoMIXxTLWzl7aizwuIiLh.jpg,7.567,108min,https://www.imdb.com/title/tt0470752,drama science fiction alex garland domhnall gleeson alicia vikander oscar isaac
3125,the longest ride,"George Tillman, Jr.",Britt Robertson Scott Eastwood Jack Huston,Drama Romance,228205,https://image.tmdb.org/t/p/w500//qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg,7.598,128min,https://www.imdb.com/title/tt2726560,"drama romance george tillman, jr. britt robertson scott eastwood jack huston"
3126,lost river,Ryan Gosling,Christina Hendricks Saoirse Ronan Iain De Caestecker,Fantasy Thriller Drama,167810,https://image.tmdb.org/t/p/w500//paG0O9cVcoQcXpNG8Nf0AnL7VWE.jpg,5.786,95min,https://www.imdb.com/title/tt2366608,fantasy thriller drama ryan gosling christina hendricks saoirse ronan iain de caestecker
3127,1915,"Garin Hovannisian, Alec Mouhibian",Simon Abkarian Angela Sarafyan Nikolai Kinski,History Drama,332286,https://image.tmdb.org/t/p/w500//9ibdeIAkRJQYjaE44uWBCYTFUbv.jpg,3.6,82min,https://www.imdb.com/title/tt3781762,"history drama garin hovannisian, alec mouhibian simon abkarian angela sarafyan nikolai kinski"
3128,alex of venice,Chris Messina,Mary Elizabeth Winstead Don Johnson Derek Luke,Drama,259958,https://image.tmdb.org/t/p/w500//6Ko4A0fC06dE40QQqw1wfKEao4r.jpg,6.0,86min,https://www.imdb.com/title/tt2977090,drama chris messina mary elizabeth winstead don johnson derek luke
3129,beyond the reach,Jean-Baptiste Léonetti,Michael Douglas Jeremy Irvine Hanna Mangan-Lawrence,Thriller,284289,https://image.tmdb.org/t/p/w500//t6m6ICEG7KrnyYQpROISURkuCD5.jpg,5.899,95min,https://www.imdb.com/title/tt2911668,thriller jean-baptiste léonetti michael douglas jeremy irvine hanna mangan-lawrence
3130,child 44,Daniel Espinosa,Tom Hardy Gary Oldman Noomi Rapace,Crime Thriller,181283,https://image.tmdb.org/t/p/w500//qqGhMt31HVUN3WnH0L2r0OWq38E.jpg,6.258,137min,https://www.imdb.com/title/tt1014763,crime thriller daniel espinosa tom hardy gary oldman noomi rapace
3131,monkey kingdom,"Mark Linfield, Alastair Fothergill",Mark Linfield Alastair Fothergill (director); Tina Fey (narrator) Unknown,Documentary,295592,https://image.tmdb.org/t/p/w500//1kaKWGqLK8Ymmniz8pMYtd4Pyi0.jpg,6.9,81min,https://www.imdb.com/title/tt3660770,"documentary mark linfield, alastair fothergill mark linfield alastair fothergill (director); tina fey (narrator) unknown"
3132,paul blart: mall cop 2,Andy Fickman,Kevin James Raini Rodriguez Neal McDonough,Action Comedy Family,256961,https://image.tmdb.org/t/p/w500//59NF8vsPV84KLhsWBH7rHZbLpDN.jpg,5.152,94min,https://www.imdb.com/title/tt3450650,action comedy family andy fickman kevin james raini rodriguez neal mcdonough
3133,the road within,Gren Wells,Robert Sheehan Dev Patel Zoë Kravitz,Comedy Drama,228108,https://image.tmdb.org/t/p/w500//1lkp87orcl6IjrdJJTJPnY2gEoc.jpg,6.9,100min,https://www.imdb.com/title/tt2962876,comedy drama gren well robert sheehan dev patel zoë kravitz
3134,true story,Rupert Goold,Jonah Hill James Franco Felicity Jones,Crime Drama History,245706,https://image.tmdb.org/t/p/w500//ncP8XQ0bXP0xSpJmMsRt8mUcEXd.jpg,6.274,99min,https://www.imdb.com/title/tt2273657,crime drama history rupert goold jonah hill james franco felicity jones
3135,unfriended,Levan Gabriadze,Shelley Hennig Moses Storm Renee Olstead,Horror Thriller Mystery,277685,https://image.tmdb.org/t/p/w500//jS2KDUROSaAxBqerik7mopMCG8v.jpg,5.528,82min,https://www.imdb.com/title/tt3713166,horror thriller mystery levan gabriadze shelley hennig moses storm renee olstead
3136,adult beginners,Ross Katz,Rose Byrne Nick Kroll Bobby Cannavale,Comedy Drama,287587,https://image.tmdb.org/t/p/w500//H9zeZ4Vr1lPUfOCz07FPn1ENRX.jpg,5.451,90min,https://www.imdb.com/title/tt3318750,comedy drama ross katz rose byrne nick kroll bobby cannavale
3137,blackbird,Patrik-Ian Polk,Mo'Nique Isaiah Washington Julian Walker,Drama,536396,https://image.tmdb.org/t/p/w500//c4GpcTZjX8zIU9RbG7j6w7OJFua.jpg,6.905,98min,https://www.imdb.com/title/tt8717446,drama patrik-ian polk mo'nique isaiah washington julian walker
3138,brotherly love,Jamal Hill,Keke Palmer Cory Hardrict Quincy Brown,Drama,295886,https://image.tmdb.org/t/p/w500//z8Fg0EcHvNLjvASg0h1FbwvrIXe.jpg,7.1,89min,https://www.imdb.com/title/tt3262990,drama jamal hill keke palmer cory hardrict quincy brown
3139,just before i go,Courteney Cox,Seann William Scott Olivia Thirlby Garret Dillahunt,Comedy Drama Romance,258099,https://image.tmdb.org/t/p/w500//rEwXZIOh3CLVA5JJmxT5kaYY6ff.jpg,6.516,95min,https://www.imdb.com/title/tt2980472,comedy drama romance courteney cox seann william scott olivia thirlby garret dillahunt
3140,little boy,Alejandro Gómez Monteverde,Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa,Comedy Drama War,256962,https://image.tmdb.org/t/p/w500//lAU9pgq3niI6sFemcKm4FGGmrnW.jpg,7.205,106min,https://www.imdb.com/title/tt1810683,comedy drama war alejandro gómez monteverde jakob salvati emily watson cary-hiroyuki tagawa
3141,the age of adaline,Lee Toland Krieger,Blake Lively Michiel Huisman Kathy Baker,Romance Fantasy Drama,293863,https://image.tmdb.org/t/p/w500//MbILysGhjAbnZi1Okae9wYqLMx.jpg,7.453,112min,https://www.imdb.com/title/tt1655441,romance fantasy drama lee toland krieger blake lively michiel huisman kathy baker
3142,avengers: age of ultron,Joss Whedon,Robert Downey Jr. Chris Hemsworth Mark Ruffalo,Action Adventure Science,99861,https://image.tmdb.org/t/p/w500//4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,7.291,141min,https://www.imdb.com/title/tt2395427,action adventure science fiction joss whedon robert downey jr. chris hemsworth mark ruffalo
3143,far from the madding crowd,Thomas Vinterberg,Carey Mulligan Matthias Schoenaerts Michael Sheen,Drama Romance,250734,https://image.tmdb.org/t/p/w500//3hB5mc9iZXhziBS6kR1hQSOKjNU.jpg,7.048,119min,https://www.imdb.com/title/tt2935476,drama romance thomas vinterberg carey mulligan matthias schoenaerts michael sheen
3144,the d train,"Jarrad Paul, Andrew Mogel",Jack Black James Marsden Kathryn Hahn,Drama Comedy,308638,https://image.tmdb.org/t/p/w500//p3X4ea0xirJRiHGRtk47fSrmH9I.jpg,4.8,101min,https://www.imdb.com/title/tt2690138,"drama comedy jarrad paul, andrew mogel jack black james marsden kathryn hahn"
3145,hot pursuit,Anne Fletcher,Reese Witherspoon Sofía Vergara John Carroll Lynch,Action Comedy Crime,268920,https://image.tmdb.org/t/p/w500//lobNOBHuJQCP9ZYAf86MBMwRrmZ.jpg,5.7,87min,https://www.imdb.com/title/tt2967224,action comedy crime anne fletcher reese witherspoon sofía vergara john carroll lynch
3146,maggie,Henry Hobson,Arnold Schwarzenegger Abigail Breslin Joely Richardson,Horror Drama Mystery,287424,https://image.tmdb.org/t/p/w500//twa9gXjocLM629sJrQYVtmF306R.jpg,5.366,95min,https://www.imdb.com/title/tt1881002,horror drama mystery henry hobson arnold schwarzenegger abigail breslin joely richardson
3147,mad max: fury road,George Miller,Tom Hardy Charlize Theron Nicholas Hoult,Action Adventure Science,76341,https://image.tmdb.org/t/p/w500//8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,7.559,121min,https://www.imdb.com/title/tt1392190,action adventure science fiction george miller tom hardy charlize theron nicholas hoult
3148,pitch perfect 2,Elizabeth Banks,Anna Kendrick Rebel Wilson Hailee Steinfeld,Comedy Music,254470,https://image.tmdb.org/t/p/w500//vQKzBHxHalu1Dp8yga7Ju9IXQDD.jpg,6.879,115min,https://www.imdb.com/title/tt2848292,comedy music elizabeth bank anna kendrick rebel wilson hailee steinfeld
3149,i'll see you in my dreams,Brett Haley,Blythe Danner Martin Starr June Squibb,Drama Comedy,310121,https://image.tmdb.org/t/p/w500//9VINpMrTwmMNscQYDkcua2PiN3H.jpg,6.4,92min,https://www.imdb.com/title/tt3236120,drama comedy brett haley blythe danner martin starr june squibb
3150,poltergeist,Gil Kenan,Sam Rockwell Rosemarie DeWitt Jared Harris,Horror,243688,https://image.tmdb.org/t/p/w500//A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg,5.179,93min,https://www.imdb.com/title/tt1029360,horror gil kenan sam rockwell rosemarie dewitt jared harris
3151,tomorrowland,Brad Bird,George Clooney Hugh Laurie Britt Robertson,Adventure Family Mystery,158852,https://image.tmdb.org/t/p/w500//kziYpr5Nfw60P0My8aj1sgCEqed.jpg,6.245,130min,https://www.imdb.com/title/tt1964418,adventure family mystery science fiction brad bird george clooney hugh laurie britt robertson
3152,aloha,Cameron Crowe,Bradley Cooper Emma Stone Rachel McAdams,Mystery Family Animation,24615,https://image.tmdb.org/t/p/w500//26BP556PvenFfypUp10aFFMpQSV.jpg,7.177,74min,https://www.imdb.com/title/tt0433771,mystery family animation adventure comedy cameron crowe bradley cooper emma stone rachel mcadams
3153,san andreas,Brad Peyton,Dwayne Johnson Carla Gugino Alexandra Daddario,Action Drama Thriller,254128,https://image.tmdb.org/t/p/w500//2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,6.207,114min,https://www.imdb.com/title/tt2126355,action drama thriller brad peyton dwayne johnson carla gugino alexandra daddario
3154,barely lethal,Kyle Newman,Hailee Steinfeld Thomas Mann Sophie Turner,Adventure Comedy Action,248574,https://image.tmdb.org/t/p/w500//8emz9dKW8KKIqG8WcFG1lJbr2ub.jpg,5.774,96min,https://www.imdb.com/title/tt1731701,adventure comedy action romance kyle newman hailee steinfeld thomas mann sophie turner
3155,heaven knows what,Safdie brothers,Arielle Holmes Caleb Landry Jones Buddy Duress,Drama Crime,285024,https://image.tmdb.org/t/p/w500//E1MMMNAd01p3nMkUIB6eFtB57J.jpg,6.6,97min,https://www.imdb.com/title/tt3687186,drama crime safdie brother arielle holmes caleb landry jones buddy duress
3156,spy,"Paul Feig (director/(screenplay); Melissa McCarthy, Jason Statham, Rose Byrne, Miranda Hart, Bobby Cannavale, Allison Janney, Jude Law",Paul Feig (director/(screenplay); Melissa McCarthy Jason Statham Rose Byrne,Action Comedy Family,10054,https://image.tmdb.org/t/p/w500//urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg,5.761,88min,https://www.imdb.com/title/tt0227538,"action comedy family adventure paul feig (director/(screenplay); melissa mccarthy, jason statham, rose byrne, miranda hart, bobby cannavale, allison janney, jude law paul feig (director/(screenplay); melissa mccarthy jason statham rose byrne"
3157,entourage,Doug Ellin,Kevin Connolly Adrian Grenier Kevin Dillon,Comedy,188222,https://image.tmdb.org/t/p/w500//28dqsx1jCxhR05DfH35ui13ywNZ.jpg,6.2,104min,https://www.imdb.com/title/tt1674771,comedy doug ellin kevin connolly adrian grenier kevin dillon
3158,insidious: chapter 3,Leigh Whannell,Dermot Mulroney Stefanie Scott Angus Sampson,Horror Drama Thriller,280092,https://image.tmdb.org/t/p/w500//yUv9QvfoohkOrYc0W3E2vWbDxGZ.jpg,6.28,97min,https://www.imdb.com/title/tt3195644,horror drama thriller leigh whannell dermot mulroney stefanie scott angus sampson
3159,love & mercy,Bill Pohlad,John Cusack Paul Dano Elizabeth Banks,Drama Music History,271714,https://image.tmdb.org/t/p/w500//AkvWdqGltpRkdOiw7MGUzIEO4pI.jpg,7.15,120min,https://www.imdb.com/title/tt0903657,drama music history bill pohlad john cusack paul dano elizabeth bank
3160,jurassic world,Colin Trevorrow,Chris Pratt Bryce Dallas Howard Vincent D'Onofrio,Adventure Action Science,507086,https://image.tmdb.org/t/p/w500//kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,7.094,147min,https://www.imdb.com/title/tt8041270,adventure action science fiction colin trevorrow chris pratt bryce dallas howard vincent d'onofrio
3161,me and earl and the dying girl,Alfonso Gomez-Rejon,Thomas Mann Olivia Cooke RJ Cyler,Comedy Drama,308369,https://image.tmdb.org/t/p/w500//eLjS2bLMjln2n2I73Xu6TaANPDZ.jpg,7.561,105min,https://www.imdb.com/title/tt2582496,comedy drama alfonso gomez-rejon thomas mann olivia cooke rj cyler
3162,dope,Rick Famuyiwa,Shameik Moore Tony Revolori Kiersey Clemons,Crime Drama Comedy,308639,https://image.tmdb.org/t/p/w500//n6u00imN7AX2NiyWUc5kTgHXmEf.jpg,7.113,103min,https://www.imdb.com/title/tt3850214,crime drama comedy rick famuyiwa shameik moore tony revolori kiersey clemons
3163,inside out,Pete Docter,Amy Poehler Phyllis Smith Richard Kind,Animation Family Adventure,150540,https://image.tmdb.org/t/p/w500//2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,7.929,95min,https://www.imdb.com/title/tt2096673,animation family adventure drama comedy pete docter amy poehler phyllis smith richard kind
3164,max,Boaz Yakin,Josh Wiggins Lauren Graham Thomas Haden Church,Action Adventure Science,76341,https://image.tmdb.org/t/p/w500//8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,7.559,121min,https://www.imdb.com/title/tt1392190,action adventure science fiction boaz yakin josh wiggins lauren graham thomas haden church
3165,ted 2,Seth MacFarlane,Mark Wahlberg Seth MacFarlane Amanda Seyfried,Comedy Fantasy,214756,https://image.tmdb.org/t/p/w500//qMOt0uy1x49OBW0jzodgRM9waW0.jpg,6.27,115min,https://www.imdb.com/title/tt2637276,comedy fantasy seth macfarlane mark wahlberg seth macfarlane amanda seyfried
3166,terminator genisys,Alan Taylor,Arnold Schwarzenegger Jason Clarke Emilia Clarke,Science Fiction Action,87101,https://image.tmdb.org/t/p/w500//oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,5.906,126min,https://www.imdb.com/title/tt1340138,science fiction action thriller adventure alan taylor arnold schwarzenegger jason clarke emilia clarke
3167,magic mike xxl,Gregory Jacobs,Channing Tatum Matt Bomer Joe Manganiello,Comedy Drama,264999,https://image.tmdb.org/t/p/w500//eEVaW9GubVYKV2IQNWY3yYF3TFa.jpg,6.183,115min,https://www.imdb.com/title/tt2268016,comedy drama gregory jacob channing tatum matt bomer joe manganiello
3168,amy,Asif Kapadia,Asif Kapadia (director); Amy Winehouse Unknown Unknown,Documentary Music,331781,https://image.tmdb.org/t/p/w500//qL0RepWSNUuZoeDXfyhqowVYhrn.jpg,7.601,128min,https://www.imdb.com/title/tt2870648,documentary music asif kapadia asif kapadia (director); amy winehouse unknown unknown
3169,minions,"Pierre Coffin, Kyle Balda",Pierre Coffin Sandra Bullock Jon Hamm,Animation Adventure Comedy,438148,https://image.tmdb.org/t/p/w500//wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,7.757,87min,https://www.imdb.com/title/tt5113044,"animation adventure comedy fantasy pierre coffin, kyle balda pierre coffin sandra bullock jon hamm"
3170,the gallows,"Chris Lofing, Travis Cluff",Reese Mishler Pfeifer Brown Ryan Shoos,Horror Thriller,299245,https://image.tmdb.org/t/p/w500//4oBk2DsYRO0VuloOX52ROmz2QhU.jpg,4.959,87min,https://www.imdb.com/title/tt2309260,"horror thriller chris lofing, travis cluff reese mishler pfeifer brown ryan shoos"
3171,self/less,Tarsem Singh,Ryan Reynolds Natalie Martinez Matthew Goode,Science Fiction Mystery,238615,https://image.tmdb.org/t/p/w500//b03zZZTE17iH6klsInFOlrgfYRN.jpg,6.409,117min,https://www.imdb.com/title/tt2140379,science fiction mystery thriller action tarsem singh ryan reynolds natalie martinez matthew goode
3172,tangerine,Sean Baker,Kitana Kiki Rodriguez Mya Taylor Karren Karagulian,Comedy Drama,308084,https://image.tmdb.org/t/p/w500//EKLR5c61XQzBTeMokFrmS3kdt8.jpg,6.973,87min,https://www.imdb.com/title/tt3824458,comedy drama sean baker kitana kiki rodriguez mya taylor karren karagulian
3173,boulevard,Dito Montiel,Robin Williams Kathy Baker Roberto Aguire,Drama,599,https://image.tmdb.org/t/p/w500//sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,8.383,110min,https://www.imdb.com/title/tt0043014,drama dito montiel robin williams kathy baker roberto aguire
3174,strangerland,Kim Farrant,Nicole Kidman Joseph Fiennes Hugo Weaving,Drama Thriller Mystery,245846,https://image.tmdb.org/t/p/w500//Aqx7cDELYw5ZEZkS4EhyjnXXBV0.jpg,5.3,111min,https://www.imdb.com/title/tt2325977,drama thriller mystery kim farrant nicole kidman joseph fiennes hugo weaving
3175,ant-man,Peyton Reed,Paul Rudd Evangeline Lilly Corey Stoll,Science Fiction Action,102899,https://image.tmdb.org/t/p/w500//rS97hUJ1otKTTripGwQ0ujbuIri.jpg,7.086,117min,https://www.imdb.com/title/tt0478970,science fiction action adventure peyton reed paul rudd evangeline lilly corey stoll
3176,trainwreck,Judd Apatow,Amy Schumer Bill Hader Brie Larson,Comedy Drama Romance,271718,https://image.tmdb.org/t/p/w500//wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,5.78,125min,https://www.imdb.com/title/tt3152624,comedy drama romance judd apatow amy schumer bill hader brie larson
3177,irrational man,Woody Allen,Jamie Blackley Joaquin Phoenix Parker Posey,Drama Comedy Crime,282984,https://image.tmdb.org/t/p/w500//ipAqhEWRzEuD6aXlAWIvEEF1KUe.jpg,6.534,95min,https://www.imdb.com/title/tt3715320,drama comedy crime woody allen jamie blackley joaquin phoenix parker posey
3178,mr. holmes,Bill Condon,Ian McKellen Laura Linney Hiroyuki Sanada,Drama Crime,280996,https://image.tmdb.org/t/p/w500//iNnHMoj2oldH7O9uL08iGhfHzh.jpg,6.468,104min,https://www.imdb.com/title/tt3168230,drama crime bill condon ian mckellen laura linney hiroyuki sanada
3179,pixels,Chris Columbus,Adam Sandler Kevin James Michelle Monaghan,Action Comedy Science,257344,https://image.tmdb.org/t/p/w500//d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,5.707,105min,https://www.imdb.com/title/tt2120120,action comedy science fiction chris columbus adam sandler kevin james michelle monaghan
3180,southpaw,Antoine Fuqua,Jake Gyllenhaal Forest Whitaker Naomie Harris,Action Drama,307081,https://image.tmdb.org/t/p/w500//5Hm5oKL1pDsqWr66UbZonWE6wV6.jpg,7.355,123min,https://www.imdb.com/title/tt1798684,action drama antoine fuqua jake gyllenhaal forest whitaker naomie harris
3181,paper towns,Jake Schreier,Nat Wolff Cara Delevingne Halston Sage,Mystery Drama Romance,286565,https://image.tmdb.org/t/p/w500//eoF6wYVj1vbrCWjL0rBkdZpgrxS.jpg,6.126,109min,https://www.imdb.com/title/tt3622592,mystery drama romance jake schreier nat wolff cara delevingne halston sage
3182,the vatican tapes,Mark Neveldine,Olivia Taylor Dudley Michael Peña Dougray Scott,Thriller Horror,157544,https://image.tmdb.org/t/p/w500//eXN0zdTpm772ZCfnCeLAONguqxe.jpg,5.29,91min,https://www.imdb.com/title/tt1524575,thriller horror mark neveldine olivia taylor dudley michael peña dougray scott
3183,vacation,"Jonathan Goldstein, John Francis Daley",Ed Helms Christina Applegate Leslie Mann,Comedy,296099,https://image.tmdb.org/t/p/w500//z79MzBerDAW2EOQZCobFTO4dJ7P.jpg,6.282,99min,https://www.imdb.com/title/tt1524930,"comedy jonathan goldstein, john francis daley ed helm christina applegate leslie mann"
