,Title,director,actors,Genre,id,Image_url,Average_vote,Runtime,imdb_link,combo
921,joshua,George Ratliff,Sam Rockwell Vera Farmiga Jacob Kogan,Horror,26127,https://image.tmdb.org/t/p/w500//eujI63zJwdSCi2yzy7wpfjXQajt.jpg,5.644,105min,https://www.imdb.com/title/tt0106309,horror george ratliff sam rockwell vera farmiga jacob kogan
922,rise: blood hunter,Sebastian Gutierrez,Lucy Liu Michael Chiklis Carla Gugino,Neo-Noir  Action,1872,https://image.tmdb.org/t/p/w500//h4QNqFITPXjRrWGELtbifg34T1V.jpg,5.084,97min,https://www.imdb.com/title/tt0389328,neo-noir action horror sebastian gutierrez lucy liu michael chiklis carla gugino
923,harry potter and the order of the phoenix,David Yates,Daniel Radcliffe Rupert Grint Emma Watson,Fantasy,675,https://image.tmdb.org/t/p/w500//5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,7.694,138min,https://www.imdb.com/title/tt0373889,fantasy david yates daniel radcliffe rupert grint emma watson
924,captivity,Roland Joffé,Elisha Cuthbert Daniel Gillies Michael Harney,Horror,14125,https://image.tmdb.org/t/p/w500//diP1wQRnmvKHPFcHGoi0WkUSHXw.jpg,4.876,96min,https://www.imdb.com/title/tt0374563,horror roland joffé elisha cuthbert daniel gillie michael harney
925,interview,Steve Buscemi,Steve Buscemi Sienna Miller Danny Schechter,Drama,228967,https://image.tmdb.org/t/p/w500//tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,6.177,113min,https://www.imdb.com/title/tt2788710,drama steve buscemi steve buscemi sienna miller danny schechter
926,talk to me ‡,Kasi Lemmons,Don Cheadle Chiwetel Ejiofor Cedric the Entertainer,Biography,6535,https://image.tmdb.org/t/p/w500//pT5BkLuOXhUXB2W1mOhQFVj3yB5.jpg,6.872,118min,https://www.imdb.com/title/tt0796368,biography kasi lemmon don cheadle chiwetel ejiofor cedric the entertainer
927,hairspray,Adam Shankman,Nikki Blonsky John Travolta Michelle Pfeiffer,Musical  Romance,2976,https://image.tmdb.org/t/p/w500//cOE6rQJxPXc0Tp1VFfg5bJh3blV.jpg,6.668,117min,https://www.imdb.com/title/tt0427327,musical romance comedy adam shankman nikki blonsky john travolta michelle pfeiffer
928,i now pronounce you chuck & larry,Dennis Dugan,Adam Sandler Kevin James Jessica Biel,Comedy,3563,https://image.tmdb.org/t/p/w500//6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,6.024,115min,https://www.imdb.com/title/tt0762107,comedy dennis dugan adam sandler kevin james jessica biel
929,sunshine ‡,Danny Boyle,Cillian Murphy Rose Byrne Cliff Curtis,Sci-Fi  Thriller,1272,https://image.tmdb.org/t/p/w500//8kX6xmEwz0RpEJkeWjXTkxbOCAp.jpg,7.0,107min,https://www.imdb.com/title/tt0448134,sci-fi thriller danny boyle cillian murphy rose byrne cliff curtis
930,arctic tale ‡,"Adam Ravetch, Sarah Robertson",Unknown,Documentary,4658,https://image.tmdb.org/t/p/w500//o3xE1J14VtRDuERA9kOxSEdimws.jpg,6.5,86min,https://www.imdb.com/title/tt0488508,"documentary adam ravetch, sarah robertson unknown"
931,i know who killed me,Chris Sivertson,Lindsay Lohan Julia Ormond Neal McDonough,Thriller,5857,https://image.tmdb.org/t/p/w500//7hz8jYHGNsNsnF0FPngxQEEVyR6.jpg,4.497,105min,https://www.imdb.com/title/tt0897361,thriller chris sivertson lindsay lohan julia ormond neal mcdonough
932,no reservations,Scott Hicks,Catherine Zeta-Jones Aaron Eckhart Abigail Breslin,Romance  Comedy,3638,https://image.tmdb.org/t/p/w500//eKqfRSf0DZ0Qey1f9ZHuZfsmXVR.jpg,6.5,104min,https://www.imdb.com/title/tt0481141,romance comedy drama scott hick catherine zeta-jones aaron eckhart abigail breslin
933,the simpsons movie,David Silverman,Dan Castellaneta Julie Kavner Nancy Cartwright,Comedy  Animation,35,https://image.tmdb.org/t/p/w500//gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg,6.987,87min,https://www.imdb.com/title/tt0462538,comedy animation david silverman dan castellaneta julie kavner nancy cartwright
934,who's your caddy?,Don Michael Paul,"Antwan ""Big Boi"" Patton Jeffrey Jones James Avery",Comedy,15581,https://image.tmdb.org/t/p/w500//5wBBy7y5woqSICjbQekzZjwJBe7.jpg,3.837,93min,https://www.imdb.com/title/tt0785077,"comedy don michael paul antwan ""big boi"" patton jeffrey jones james avery"
935,becoming jane ‡,Julian Jarrold,Anne Hathaway James McAvoy Julie Walters,Biography  Romance,2977,https://image.tmdb.org/t/p/w500//yHA6JEn57MBGp2yGFgYyopJvk2O.jpg,7.314,120min,https://www.imdb.com/title/tt0416508,biography romance drama julian jarrold anne hathaway james mcavoy julie walter
936,the bourne ultimatum,Paul Greengrass,Matt Damon Julia Stiles David Strathairn,Action  Thriller,2503,https://image.tmdb.org/t/p/w500//xqf7mzA77LmMJByvwxRLNdw5pz4.jpg,7.407,115min,https://www.imdb.com/title/tt0440963,action thriller paul greengrass matt damon julia stile david strathairn
937,bratz: the movie,Sean McNamara,Nathalia Ramos Skyler Shaye Logan Browning,Musical  Comedy,35281,https://image.tmdb.org/t/p/w500//aU2a1O7JGURpRKLWd06RIpQiTd5.jpg,8.0,64min,https://www.imdb.com/title/tt0860833,musical comedy sean mcnamara nathalia ramos skyler shaye logan browning
938,hot rod,Akiva Schaffer,Andy Samberg Jorma Taccone Bill Hader,Comedy,10074,https://image.tmdb.org/t/p/w500//jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg,6.368,88min,https://www.imdb.com/title/tt0787475,comedy akiva schaffer andy samberg jorma taccone bill hader
939,the ten,David Wain,Adam Brody Rob Corddry Famke Janssen,Comedy,566525,https://image.tmdb.org/t/p/w500//1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,7.668,132min,https://www.imdb.com/title/tt9376612,comedy david wain adam brody rob corddry famke janssen
940,underdog,Frederik Du Chau,Jason Lee Peter Dinklage Jim Belushi,Superhero  Comedy,6589,https://image.tmdb.org/t/p/w500//u3iXpvLPG4DbmuNY9yPjn1Ei54.jpg,7.431,112min,https://www.imdb.com/title/tt11729298,superhero comedy frederik du chau jason lee peter dinklage jim belushi
941,daddy day camp,Fred Savage,Cuba Gooding Jr. Lochlyn Munro Richard Gant,Comedy,14144,https://image.tmdb.org/t/p/w500//fhuhSVb3j8SShe6FhnVUAfSRg6h.jpg,4.823,89min,https://www.imdb.com/title/tt0462244,comedy fred savage cuba gooding jr. lochlyn munro richard gant
942,rush hour 3,Brett Ratner,Jackie Chan Chris Tucker Max von Sydow,Action  Comedy,5174,https://image.tmdb.org/t/p/w500//rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg,6.416,91min,https://www.imdb.com/title/tt0293564,action comedy brett ratner jackie chan chris tucker max von sydow
943,skinwalkers,James Isaac,Jason Behr Elias Koteas Rhona Mitra,Horror  Action,14219,https://image.tmdb.org/t/p/w500//3wHzoF0C6taZ9gLz6NRnHdfpzTn.jpg,5.089,110min,https://www.imdb.com/title/tt0461703,horror action james isaac jason behr elia koteas rhona mitra
944,stardust,Matthew Vaughn,Claire Danes Michelle Pfeiffer Robert De Niro,Romance  Fantasy,2270,https://image.tmdb.org/t/p/w500//AsCrevARwF6eCrF2v8zpLdn0gth.jpg,7.247,127min,https://www.imdb.com/title/tt0486655,romance fantasy adventure matthew vaughn claire dane michelle pfeiffer robert de niro
945,high school musical 2,Kenny Ortega,Zac Efron Vanessa Hudgens Lucas Grabeel,Musical,13649,https://image.tmdb.org/t/p/w500//la2kiVWDm2vuB4APZDgCCmuBh4K.jpg,6.524,111min,https://www.imdb.com/title/tt0810900,musical kenny ortega zac efron vanessa hudgens lucas grabeel
946,the invasion,Oliver Hirschbiegel,Nicole Kidman Daniel Craig Jeremy Northam,Sci-Fi  Horror,4858,https://image.tmdb.org/t/p/w500//oS5rMuJXwNZZPx0ojhvjgduglD2.jpg,5.971,99min,https://www.imdb.com/title/tt0427392,sci-fi horror oliver hirschbiegel nicole kidman daniel craig jeremy northam
947,the last legion,Doug Lefler,Colin Firth Ben Kingsley Aishwarya Rai,Historical  Action,9703,https://image.tmdb.org/t/p/w500//k2jaEoOsTEMqSskBJm3gfcuxNEc.jpg,5.593,102min,https://www.imdb.com/title/tt0462396,historical action adventure doug lefler colin firth ben kingsley aishwarya rai
948,superbad,Greg Mottola,Jonah Hill Michael Cera Christopher Mintz-Plasse,Coming-of-Age  Comedy,8363,https://image.tmdb.org/t/p/w500//ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,7.194,113min,https://www.imdb.com/title/tt0829482,coming-of-age comedy greg mottola jonah hill michael cera christopher mintz-plasse
949,marigold,Willard Carroll,Willard Carroll (director); Salman Khan Ali Larter Nandana Sen,Romance,74534,https://image.tmdb.org/t/p/w500//gNWiOKTWDvPTpr7QfPWk18gLftz.jpg,6.947,124min,https://www.imdb.com/title/tt1412386,romance willard carroll willard carroll (director); salman khan ali larter nandana sen
950,mr. bean's holiday,Steve Bendelack,Rowan Atkinson Emma de Caunes Maxim Baldry,Comedy,1268,https://image.tmdb.org/t/p/w500//zbAlwsJNxfo4VfTy9peDo7itJ0I.jpg,6.33,90min,https://www.imdb.com/title/tt0453451,comedy steve bendelack rowan atkinson emma de caunes maxim baldry
951,the nanny diaries,"Shari Springer Berman, Robert Pulcini (directors/screenplay); Scarlett Johansson, Laura Linney, Alicia Keys, Chris Evans, Donna Murphy, Paul Giamatti, Nicholas Art, Nina Garbiras, Brande Roderick, Heather Simms, Julie White, Judith Roberts",Scarlett Johansson Laura Linney Alicia Keys,Comedy  Drama,12435,https://image.tmdb.org/t/p/w500//8hX6rcxnCidaqegPCyeFm9PODBn.jpg,6.351,106min,https://www.imdb.com/title/tt0489237,"comedy drama shari springer berman, robert pulcini (directors/screenplay); scarlett johansson, laura linney, alicia keys, chris evans, donna murphy, paul giamatti, nicholas art, nina garbiras, brande roderick, heather simms, julie white, judith robert scarlett johansson laura linney alicia key"
952,resurrecting the champ,Rod Lurie,Samuel L. Jackson Josh Hartnett Kathryn Morris,Drama  Sports,13074,https://image.tmdb.org/t/p/w500//rJKTZf2QIhUwvqsfkher1JlLCdZ.jpg,6.303,112min,https://www.imdb.com/title/tt0416185,drama sport rod lurie samuel l. jackson josh hartnett kathryn morris
953,september dawn,Christopher Cain,Jon Voight Trent Ford Tamara Hope,Western  Drama,14877,https://image.tmdb.org/t/p/w500//qiBCGXaIHSohtTyCnzR1bSrk3v0.jpg,5.043,110min,https://www.imdb.com/title/tt0473700,western drama christopher cain jon voight trent ford tamara hope
954,war,Philip G. Atwell,Jet Li Jason Statham John Lone,Action  Thriller,299536,https://image.tmdb.org/t/p/w500//7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,8.268,149min,https://www.imdb.com/title/tt4154756,action thriller philip g. atwell jet li jason statham john lone
955,balls of fury,Robert Ben Garant,Dan Fogler Christopher Walken George Lopez,Sports  Comedy,9750,https://image.tmdb.org/t/p/w500//obrDHxgyGcrbCpKbfsqOICeYy7S.jpg,5.176,90min,https://www.imdb.com/title/tt0424823,sport comedy robert ben garant dan fogler christopher walken george lopez
956,death sentence,James Wan,Kevin Bacon Garrett Hedlund Kelly Preston,Action  Drama,11835,https://image.tmdb.org/t/p/w500//3rdEAMh4a3pc7GO6fSkJwpt7BWX.jpg,6.644,105min,https://www.imdb.com/title/tt0804461,action drama james wan kevin bacon garrett hedlund kelly preston
957,halloween,Rob Zombie,Malcolm McDowell Sheri Moon Zombie Tyler Mane,Slasher,610253,https://image.tmdb.org/t/p/w500//qmJGd5IfURq8iPQ9KF3les47vFS.jpg,6.664,105min,https://www.imdb.com/title/tt10665338,slasher rob zombie malcolm mcdowell sheri moon zombie tyler mane
958,3:10 to yuma,James Mangold,Russell Crowe Christian Bale Peter Fonda,Western,5176,https://image.tmdb.org/t/p/w500//voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,7.186,122min,https://www.imdb.com/title/tt0381849,western james mangold russell crowe christian bale peter fonda
959,the brothers solomon,Bob Odenkirk,Will Arnett Will Forte Chi McBride,Comedy,10071,https://image.tmdb.org/t/p/w500//aAxlGB9hglPm9jFVfOPj1TWVnIK.jpg,5.0,93min,https://www.imdb.com/title/tt0784972,comedy bob odenkirk will arnett will forte chi mcbride
960,the hunting party ‡,Richard Shepard,Richard Gere Terrence Howard Jesse Eisenberg,Action  Adventure,5353,https://image.tmdb.org/t/p/w500//vSMOsFc2gWbdvcIRz4S7ESb2fmo.jpg,6.6,101min,https://www.imdb.com/title/tt0455782,action adventure thriller richard shepard richard gere terrence howard jesse eisenberg
961,shoot 'em up,Michael Davis,Clive Owen Paul Giamatti Monica Bellucci,Action,4141,https://image.tmdb.org/t/p/w500//pbHpZfjzF4hKomaSmSZWRWKhO0P.jpg,6.442,86min,https://www.imdb.com/title/tt0465602,action michael davis clive owen paul giamatti monica bellucci
962,across the universe ‡,Julie Taymor,Evan Rachel Wood Jim Sturgess Joe Anderson,Musical  Romance,4688,https://image.tmdb.org/t/p/w500//447c8Te3DXC46rQvDEixKGO4dS6.jpg,7.162,133min,https://www.imdb.com/title/tt0445922,musical romance drama julie taymor evan rachel wood jim sturgess joe anderson
963,the brave one,Neil Jordan,Jodie Foster Terrence Howard Naveen Andrews,Thriller,4413,https://image.tmdb.org/t/p/w500//9UZ07Rie56aJwPeYPzDDsSyqoc5.jpg,6.547,122min,https://www.imdb.com/title/tt0476964,thriller neil jordan jodie foster terrence howard naveen andrew
964,d-war,Shim Hyung-rae,Jason Behr Amanda Brooks Robert Forster,Action  Adventure,10253,https://image.tmdb.org/t/p/w500//rEpvqWGu08coDLUpcpiz4sMoDYo.jpg,4.462,90min,https://www.imdb.com/title/tt0372873,action adventure fantasy shim hyung-rae jason behr amanda brook robert forster
965,december boys,Rod Hardy,Daniel Radcliffe Lee Cormie Christian Byers,Drama,4629,https://image.tmdb.org/t/p/w500//mLMlaEFS7KSF9YD5nNuLAQ3qFgy.jpg,6.0,105min,https://www.imdb.com/title/tt0465436,drama rod hardy daniel radcliffe lee cormie christian byers
966,eastern promises ‡,David Cronenberg,Viggo Mortensen Naomi Watts Vincent Cassel,Gangster,2252,https://image.tmdb.org/t/p/w500//dpiJWb4NrWgcOg2rusuLhDM0hTm.jpg,7.365,101min,https://www.imdb.com/title/tt0765443,gangster david cronenberg viggo mortensen naomi watt vincent cassel
967,in the valley of elah ‡,Paul Haggis,Tommy Lee Jones Charlize Theron Susan Sarandon,Crime  Drama,6973,https://image.tmdb.org/t/p/w500//6Lx9RvXyHIjYckOHOE6qepGHepe.jpg,6.764,124min,https://www.imdb.com/title/tt0478134,crime drama mystery paul haggis tommy lee jones charlize theron susan sarandon
968,mr. woodcock,Craig Gillespie,Billy Bob Thornton Seann William Scott Susan Sarandon,Sports  Comedy,13257,https://image.tmdb.org/t/p/w500//tNOovj6N2C5scr0KgND0aKT2kkd.jpg,5.0,87min,https://www.imdb.com/title/tt0419984,sport comedy craig gillespie billy bob thornton seann william scott susan sarandon
969,the assassination of jesse james by the coward robert ford,Andrew Dominik,Brad Pitt Casey Affleck Sam Shepard,Epic  Western,4512,https://image.tmdb.org/t/p/w500//xMKn6EQS7eR5ubhPJbw5pQSBZMw.jpg,7.055,160min,https://www.imdb.com/title/tt0443680,epic western andrew dominik brad pitt casey affleck sam shepard
970,good luck chuck,Mark Helfrich,Dane Cook Jessica Alba Dan Fogler,Romance  Comedy,10030,https://image.tmdb.org/t/p/w500//eGxaRbDfxBWPysoxkOfYgkwflxJ.jpg,5.887,101min,https://www.imdb.com/title/tt0452625,romance comedy mark helfrich dane cook jessica alba dan fogler
971,into the wild,Sean Penn,Emile Hirsch Marcia Gay Harden William Hurt,Biography  Adventure,5915,https://image.tmdb.org/t/p/w500//2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,7.819,148min,https://www.imdb.com/title/tt0758758,biography adventure drama sean penn emile hirsch marcia gay harden william hurt
972,the jane austen book club ‡,Robin Swicord,Kathy Baker Maria Bello Marc Blucas,Romance  Drama,5951,https://image.tmdb.org/t/p/w500//8c390lpVZpqx2H5n2dJGLYQN1ki.jpg,6.579,106min,https://www.imdb.com/title/tt0866437,romance drama robin swicord kathy baker maria bello marc blucas
973,resident evil: extinction,Russell Mulcahy,Milla Jovovich Oded Fehr Ali Larter,Action  Horror,7737,https://image.tmdb.org/t/p/w500//6S1gpO1akWvuLWgw7dpNYMzg3Rs.jpg,6.275,94min,https://www.imdb.com/title/tt0432021,action horror russell mulcahy milla jovovich oded fehr ali larter
974,sydney white,Joe Nussbaum,Amanda Bynes Sara Paxton Matt Long,Romance  Comedy,10760,https://image.tmdb.org/t/p/w500//ce3NNmhVZY5NkUe5Y8Je8CciKqf.jpg,6.514,108min,https://www.imdb.com/title/tt0815244,romance comedy joe nussbaum amanda bynes sara paxton matt long
975,feast of love,Robert Benton,Morgan Freeman Greg Kinnear Radha Mitchell,Drama,14313,https://image.tmdb.org/t/p/w500//6Uyl94M1Yi8U0o6GddMRqAfa466.jpg,6.279,101min,https://www.imdb.com/title/tt0800027,drama robert benton morgan freeman greg kinnear radha mitchell
976,the game plan,Andy Fickman,"Dwayne ""The Rock"" Johnson Kyra Sedgwick Morris Chestnut",Family  Comedy,13680,https://image.tmdb.org/t/p/w500//fcLFvIqCUrhY96mkSmr3okxaMEw.jpg,6.428,110min,https://www.imdb.com/title/tt0492956,"family comedy andy fickman dwayne ""the rock"" johnson kyra sedgwick morris chestnut"
977,the kingdom,Peter Berg,Jamie Foxx Chris Cooper Jennifer Garner,Action  Thriller,4349,https://image.tmdb.org/t/p/w500//7ARCCbjjsqQ7ajKy1msnWxt80XH.jpg,6.672,110min,https://www.imdb.com/title/tt0431197,action thriller peter berg jamie foxx chris cooper jennifer garner
978,the darjeeling limited ‡,Wes Anderson,Owen Wilson Adrien Brody Jason Schwartzman,Comedy  Drama,4538,https://image.tmdb.org/t/p/w500//oSW5OVXTulaIXcoNwJAp5YEKpbP.jpg,7.172,92min,https://www.imdb.com/title/tt0838221,comedy drama wes anderson owen wilson adrien brody jason schwartzman
979,feel the noise,Alejandro Chomski,Omarion Grandberry Giancarlo Esposito Victor Rasuk,Drama,30319,https://image.tmdb.org/t/p/w500//9MG32nQDiHTUEMhABsM9WuJWfoQ.jpg,4.4,86min,https://www.imdb.com/title/tt0756703,drama alejandro chomski omarion grandberry giancarlo esposito victor rasuk
980,the good night,Jake Paltrow,Martin Freeman Penélope Cruz Gwyneth Paltrow,Fantasy  Comedy,13501,https://image.tmdb.org/t/p/w500//74TDF1OMKOkTonAUbtbsJOdqtVy.jpg,5.4,93min,https://www.imdb.com/title/tt0484111,fantasy comedy drama jake paltrow martin freeman penélope cruz gwyneth paltrow
981,the heartbreak kid,"Peter Farrelly, Bobby Farrelly (directors/screenplay); Scot Armstrong, Leslie Dixon, Kevin Barnett (screenplay); Ben Stiller, Michelle Monaghan, Malin Åkerman, Jerry Stiller, Rob Corddry, Carlos Mencia, Scott Wilson, Danny McBride, Ali Hillis, Amy Sloan, Stephanie Courtney, Polly Holliday, Eva Longoria Parker, Lauren Bowles, Roy Jenkins, Kayla Kleevage, Luis Accinelli, Jerry Sherman",Ben Stiller Michelle Monaghan Malin Åkerman,Black Comedy,9038,https://image.tmdb.org/t/p/w500//bVWM0L3DqFpNE3Yt49WjAgTQUc0.jpg,5.694,116min,https://www.imdb.com/title/tt0408839,"black comedy peter farrelly, bobby farrelly (directors/screenplay); scot armstrong, leslie dixon, kevin barnett (screenplay); ben stiller, michelle monaghan, malin åkerman, jerry stiller, rob corddry, carlos mencia, scott wilson, danny mcbride, ali hillis, amy sloan, stephanie courtney, polly holliday, eva longoria parker, lauren bowles, roy jenkins, kayla kleevage, luis accinelli, jerry sherman ben stiller michelle monaghan malin åkerman"
982,michael clayton ‡,Tony Gilroy,George Clooney Tom Wilkinson Tilda Swinton,Legal  Thriller,4566,https://image.tmdb.org/t/p/w500//pteOsXsjy4JpPY5jXMYDIo1yZlk.jpg,6.74,120min,https://www.imdb.com/title/tt0465538,legal thriller tony gilroy george clooney tom wilkinson tilda swinton
983,the seeker,David L. Cunningham,Alexander Ludwig Christopher Eccleston Ian McShane,Family  Drama,2274,https://image.tmdb.org/t/p/w500//6do2ekDegBrXgtAEOH8IJpqs69b.jpg,5.393,94min,https://www.imdb.com/title/tt0484562,family drama fantasy david l. cunningham alexander ludwig christopher eccleston ian mcshane
984,elizabeth: the golden age,Shekhar Kapur,Cate Blanchett Geoffrey Rush Clive Owen,Biography  Drama,4517,https://image.tmdb.org/t/p/w500//3bL6lLd6cyQ4JNT4ucqm4PICIVs.jpg,6.714,114min,https://www.imdb.com/title/tt0414055,biography drama shekhar kapur cate blanchett geoffrey rush clive owen
985,the final season,David Mickey Evans,Sean Astin Powers Boothe Rachael Leigh Cook,Baseball,239459,https://image.tmdb.org/t/p/w500//j2QNxbsCabpFQG7KkLYpkFz6IWk.jpg,8.5,135min,https://www.imdb.com/title/tt3088036,baseball david mickey evans sean astin power boothe rachael leigh cook
986,lars and the real girl,Craig Gillespie,Ryan Gosling Emily Mortimer Paul Schneider,Romance  Comedy,6615,https://image.tmdb.org/t/p/w500//nkAt4a7KIPc7Fi1BhxNHhYYbe2b.jpg,7.148,106min,https://www.imdb.com/title/tt0805564,romance comedy drama craig gillespie ryan gosling emily mortimer paul schneider
987,sleuth,Kenneth Branagh,Michael Caine Jude Law Kenneth Branagh,Thriller,4520,https://image.tmdb.org/t/p/w500//jAREYLUnYGwPjbQr0vs1s38QLkH.jpg,7.707,138min,https://www.imdb.com/title/tt0857265,thriller kenneth branagh michael caine jude law kenneth branagh
988,we own the night,James Gray,Joaquin Phoenix Mark Wahlberg Eva Mendes,Crime  Drama,2001,https://image.tmdb.org/t/p/w500//4WZa4ktiaAIEZPcyb4vnmOSYLjm.jpg,6.68,117min,https://www.imdb.com/title/tt0498399,crime drama james gray joaquin phoenix mark wahlberg eva mendes
989,why did i get married?,Tyler Perry,Tyler Perry Janet Jackson Jill Scott,Comedy  Drama,17202,https://image.tmdb.org/t/p/w500//9kmqgVuELTEoMt0dqRt3H48VcOM.jpg,6.4,113min,https://www.imdb.com/title/tt0906108,comedy drama tyler perry tyler perry janet jackson jill scott
990,return to house on haunted hill,Víctor García,Amanda Righetti Cerina Vincent Erik Palladino,Horror,13564,https://image.tmdb.org/t/p/w500//ipBiyifbFqY0ZduO3R9OPBjc2pH.jpg,5.6,81min,https://www.imdb.com/title/tt0827782,horror víctor garcía amanda righetti cerina vincent erik palladino
991,30 days of night,David Slade,Josh Hartnett Melissa George Danny Huston,Horror,4513,https://image.tmdb.org/t/p/w500//goHX48AYgfsKhNYnbgC92YF9URL.jpg,6.367,113min,https://www.imdb.com/title/tt0389722,horror david slade josh hartnett melissa george danny huston
992,the comebacks,Tom Brady,David Koechner Carl Weathers Melora Hardin,Comedy,10759,https://image.tmdb.org/t/p/w500//eY9cDrjSIzsLeMpMRJ0b6dm4oDB.jpg,4.9,107min,https://www.imdb.com/title/tt0790804,comedy tom brady david koechner carl weather melora hardin
993,gone baby gone,Ben Affleck,Casey Affleck Michelle Monaghan Morgan Freeman,Neo-Noir  Mystery,4771,https://image.tmdb.org/t/p/w500//uIo4a0fCUFth4yVG3QToquAxuRG.jpg,7.302,113min,https://www.imdb.com/title/tt0452623,neo-noir mystery thriller ben affleck casey affleck michelle monaghan morgan freeman
994,rendition,Gavin Hood,Jake Gyllenhaal Reese Witherspoon Peter Sarsgaard,Political  Thriller,5125,https://image.tmdb.org/t/p/w500//j9FBvjTsJzdRJL0bq5iiVCTJ6O8.jpg,6.467,120min,https://www.imdb.com/title/tt0804522,political thriller gavin hood jake gyllenhaal reese witherspoon peter sarsgaard
995,reservation road,Terry George,Joaquin Phoenix Mark Ruffalo Jennifer Connelly,Drama,8954,https://image.tmdb.org/t/p/w500//pZaYofgshgEkeW4Huo3o6tEX89C.jpg,6.497,102min,https://www.imdb.com/title/tt0831884,drama terry george joaquin phoenix mark ruffalo jennifer connelly
996,things we lost in the fire,Susanne Bier,Halle Berry Benicio del Toro David Duchovny,Drama,3877,https://image.tmdb.org/t/p/w500//couKr5vrnhdhpoWa5h4yHWLWgkA.jpg,6.542,113min,https://www.imdb.com/title/tt0469623,drama susanne bier halle berry benicio del toro david duchovny
997,before the devil knows you're dead,Sidney Lumet,Philip Seymour Hoffman Ethan Hawke Marisa Tomei,Crime  Drama,7972,https://image.tmdb.org/t/p/w500//egIP0s1ws6fGHqTsVqVNcaEa5i2.jpg,7.107,117min,https://www.imdb.com/title/tt0292963,crime drama thriller sidney lumet philip seymour hoffman ethan hawke marisa tomei
998,dan in real life,Peter Hedges,Steve Carell Juliette Binoche Dianne Wiest,Comedy  Drama,7211,https://image.tmdb.org/t/p/w500//wJkkkG4ditqNzlua0oJzoaICGiz.jpg,6.538,98min,https://www.imdb.com/title/tt0480242,comedy drama peter hedge steve carell juliette binoche dianne wiest
999,saw iv,Darren Lynn Bousman,Tobin Bell Scott Patterson Costas Mandylor,Horror,663,https://image.tmdb.org/t/p/w500//e3pLI0qN1AKGHwOcMuwTpyI2SLN.jpg,6.15,96min,https://www.imdb.com/title/tt0890870,horror darren lynn bousman tobin bell scott patterson costa mandylor
1000,american gangster,Ridley Scott,Denzel Washington Russell Crowe Chiwetel Ejiofor,Biography  Crime,4982,https://image.tmdb.org/t/p/w500//Aokt44h41UJXq9RBFK7H3YyOCte.jpg,7.578,157min,https://www.imdb.com/title/tt0765429,biography crime ridley scott denzel washington russell crowe chiwetel ejiofor
1001,bee movie,"Simon J. Smith, Steve Hickner",Jerry Seinfeld Renée Zellweger Matthew Broderick,Comedy  Animation,5559,https://image.tmdb.org/t/p/w500//aWe27GmvfVYAd7p0KEtJZWwLWk5.jpg,6.0,91min,https://www.imdb.com/title/tt0389790,"comedy animation simon j. smith, steve hickner jerry seinfeld renée zellweger matthew broderick"
1002,martian child,Menno Meyjes,John Cusack Amanda Peet Sophie Okonedo,Comedy  Drama,5126,https://image.tmdb.org/t/p/w500//jO1NIBhz3YApOCGW1nTyNldVb1y.jpg,6.652,106min,https://www.imdb.com/title/tt0415965,comedy drama menno meyjes john cusack amanda peet sophie okonedo
1003,borderland,Zev Berman,Brian Presley Jake Muxworthy Rider Strong,Horror,13548,https://image.tmdb.org/t/p/w500//27DKHSvO9rF17cr7qRuGIYNZvSy.jpg,5.342,105min,https://www.imdb.com/title/tt0452592,horror zev berman brian presley jake muxworthy rider strong
1004,fred claus,David Dobkin,Vince Vaughn Paul Giamatti Miranda Richardson,Fantasy  Comedy,5375,https://image.tmdb.org/t/p/w500//9gATbvoRMxVeoHInwS8nR0KZMVc.jpg,5.761,116min,https://www.imdb.com/title/tt0486583,fantasy comedy adventure david dobkin vince vaughn paul giamatti miranda richardson
1005,lions for lambs,Robert Redford,Robert Redford Meryl Streep Tom Cruise,War  Drama,4515,https://image.tmdb.org/t/p/w500//rvpxNsR0n4zh40WM6MiUlkV60on.jpg,6.021,92min,https://www.imdb.com/title/tt0891527,war drama robert redford robert redford meryl streep tom cruise
